epoch,acc,loss,val_acc,val_loss
0,0.636374725528274,0.9665320359604858,0.6336585365853659,0.991365547529081
1,0.6368626494266895,0.9248262736005707,0.6414634146341464,0.9559292382728762
2,0.6435716028299585,0.8999812106848868,0.6458536585365854,0.8719313184226432
3,0.6491827275090521,0.8776991283873228,0.6448780487804878,0.8815825382093104
4,0.6489387655525738,0.8684015656192293,0.6258536585365854,0.8819605213258325
5,0.6444254696412794,0.8615356765598401,0.6414634146341464,0.9048509737340416
6,0.6449133935142477,0.8581689038373226,0.6473170731707317,0.8559279819814171
7,0.6490607465235423,0.8488744303754958,0.6531707317073171,0.8252998683510757
8,0.6502805562186863,0.8435022681333519,0.6453658536585366,0.836947908517791
9,0.6483288607122725,0.8448388268378165,0.6463414634146342,0.8417490366028576
10,0.6483288607122725,0.8379820982809036,0.6473170731707317,0.8206251742200154
11,0.6488167845961466,0.8344875382894306,0.6429268292682927,0.8379763441551022
12,0.652720175638057,0.8334500293058138,0.6551219512195122,0.8288707215611527
13,0.6467431080751402,0.8342865670300251,0.6502439024390244,0.8268693886733637
14,0.6488167845961466,0.8324508008563714,0.6439024390243903,0.823613613524088
15,0.6515003659574542,0.8305338228961613,0.6497560975609756,0.8429562468645049
16,0.6485728226469388,0.8321709827435659,0.6424390243902439,0.8311390960507277
17,0.6471090509880458,0.8296275140309107,0.6497560975609756,0.8245827646953303
18,0.6524762137252024,0.8301044046428036,0.6502439024390244,0.8134559810452345
19,0.6545498902171262,0.8243454715687346,0.646829268292683,0.8286871994995489
20,0.6510124420663094,0.8240407534592558,0.6560975609756098,0.8155506161945623
21,0.6549158331300318,0.8245631638867996,0.6434146341463415,0.8611736940756076
22,0.6523542327251514,0.8230447089506319,0.6497560975609756,0.8227018469135936
23,0.6539399853477422,0.8281277157266305,0.6595121951219513,0.8146269372614419
24,0.6505245181751647,0.8241549277195089,0.6473170731707317,0.8276053653112272
25,0.6519882898122458,0.8253759650027761,0.6448780487804878,0.8280706913878279
26,0.6544279092461576,0.8227787960750588,0.66,0.8161127627768168
27,0.6546718712026359,0.8190313137342476,0.6604878048780488,0.8188586258306736
28,0.6567455477018302,0.822490837842146,0.6473170731707317,0.8210160470590359
29,0.6562576237961443,0.8253397383641021,0.6526829268292683,0.8173877393908617
30,0.6530861185727744,0.8238209643925827,0.6658536585365854,0.8109581882197683
31,0.6517443278921206,0.8202098710096647,0.6482926829268293,0.8086532870734611
32,0.6544279092606988,0.8182280025240211,0.655609756097561,0.8264335978903422
33,0.6562576238252268,0.8184082607258585,0.6517073170731708,0.8262767009037297
34,0.656867528650987,0.8164752832881763,0.6448780487804878,0.8709295092559443
35,0.6558916808977799,0.8164464288235991,0.6487804878048781,0.8250878089811744
36,0.6573554525639436,0.8163623888337284,0.6575609756097561,0.8243967944238244
37,0.6596730910123456,0.8167230142968898,0.6614634146341464,0.8099870547434179
38,0.65759941449861,0.8166267684274372,0.6604878048780488,0.8098111359666034
39,0.6580873383897548,0.8151596991368462,0.6590243902439025,0.8126271026890453
40,0.6519882898340577,0.8145663851090948,0.6585365853658537,0.8214182282075649
41,0.6538180043767737,0.8149819557158997,0.6604878048780488,0.8013186716451878
42,0.6573554525494023,0.8177860032119062,0.6653658536585366,0.8129185806832663
43,0.6622346914026848,0.8112055520715874,0.6507317073170732,0.8289669215969923
44,0.6615028055768736,0.8109678875443178,0.6526829268292683,0.8208481723506276
45,0.6599170529542827,0.8117352968804805,0.6531707317073171,0.8184705353946221
46,0.6597950719542316,0.8093324116044697,0.6473170731707317,0.8457994614577875
47,0.6557696999413527,0.8168715857592813,0.6448780487804878,0.824192609903289
48,0.6566235667272264,0.8135705512743167,0.6551219512195122,0.8343066790045761
49,0.6574774335349121,0.8168167447020118,0.6473170731707317,0.8511011017822637
50,0.6586972432300561,0.8150459282512809,0.6629268292682927,0.828390502231877
51,0.6558916808977799,0.8133853253692381,0.6570731707317073,0.8145511196880806
52,0.6556477189594782,0.8136074627920254,0.6551219512195122,0.8267914433595611
53,0.6580873383824841,0.813785872493729,0.6453658536585366,0.8151180891292851
54,0.6619907294462064,0.8066556079848913,0.6473170731707317,0.8045087674187451
55,0.6586972432445973,0.7980999944994699,0.6482926829268293,0.8029365740752802
